,ID,creator,current_location,description,object_category,object_name,production_date_end,production_date_start,production_place
107,2.72,"Mackintosh, Charles Rennie",Hill House / Dining Room,"A wrought iron pendant ceiling light with leaded glass in various shades of pink, which hangs from the ceiling on a circular chain. The top is fitted with leaded glazed sides and stylised geometric motif.",Lighting,Ceiling Light,1929,1900,Unknown
108,2.77.1,"Strain, Hilary",Hill House / Dining Room,"A three quarter length portrait of Walter Blackie who is seated in a blue upholstered chair, wearing a grey suit and holding a pipe. The portrait is signed and dated by Hilary Strain 1928. Oil on canvas and framed in a plain black wooden frame.","Paintings, Drawings and Prints",Portrait,1928,1928,Unknown
109,2.105.1,Unknown,Hill House / Upper Hall / Silver Strong Room / Linen Cupboard A / Shelf 6,One of a set of two original curtains from the library. Cream cotton with satinised black silk edging and machine stitched. Brass rings are still attached.,Household Textiles,Curtain,1929,1900,Unknown
110,2.105.2,Unknown,Hill House / Upper Hall / Silver Strong Room / Linen Cupboard A / Shelf 6,One of a set of two original curtains from the library. Cream cotton with satinised black silk edging and machine stitched. Brass rings are still attached.,Household Textiles,Curtain,1929,1900,Unknown
111,2.110.1,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 2,A miniature chair of Charles Rennie Mackintosh design. The chair is made of wood which is painted black and has an upholestered seat cushion with a wooden base in cream cotton with line and dot pattern. The chair is of a semi-circular shape with a raised lattice back support which follows the curve of the semi circle.  The seat has a lid with storage space underneath.,Furniture and Furnishings,Miniature Chair,1999,1900,Unknown
112,2.110.2,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 2,A miniature side chair made from wood and painted black. The seat is of yellow cotton. The back of the chair has four verticle slats with an oval panel at the top.,Furniture and Furnishings,Miniature Chair,1999,1900,Unknown
113,2.111.1,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 2,A brown corduroy seat cover in wool velvet for the Drawing Room fireplace seats. Triangle shaped. Purple wool lining. Hand stitched.,Household Textiles,Seat Cover,1929,1900,Unknown
114,2.111.2,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 2,A brown corduroy seat cover in wool velvet for the Drawing Room fireplace seats. Triangle shaped. Purple wool lining. Hand stitched.,Household Textiles,Seat Cover,1929,1900,Unknown
115,2.113.1,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 3,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Illegible laundry number handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,"Cooking, Dining and Drinking",Napkin,1957,1957,Unknown
116,2.113.2,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 3,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Illegible laundry number handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,"Cooking, Dining and Drinking",Napkin,1957,1957,Unknown
117,2.113.3,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 3,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Illegible laundry number handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,"Cooking, Dining and Drinking",Napkin,1957,1957,Unknown
118,2.113.4,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 3,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,"Cooking, Dining and Drinking",Napkin,1957,1957,Unknown
119,2.113.5,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 3,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,"Cooking, Dining and Drinking",Napkin,1957,1957,Unknown
120,2.113.6,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 3,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,"Cooking, Dining and Drinking",Napkin,1957,1957,Unknown
121,2.113.7,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 3,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,"Cooking, Dining and Drinking",Napkin,1957,1957,Unknown
122,2.113.8,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 3,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,"Cooking, Dining and Drinking",Napkin,1957,1957,Unknown
123,2.113.9,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 3,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,"Cooking, Dining and Drinking",Napkin,1957,1957,Unknown
124,2.114.1,National Trust for Scotland,Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"A heavy cream cotton pencil skirt inspired by Charles Rennie Mackintosh. In the middle of the front is the Mackintosh rose in pink cotton, flanked on either side by the ladies depicted in the panels at either side of the bed in the White Bedroom in orange. On the left side there is an invisible cream plastic zip. The skirt is lined with beige synthetic material. A label sewn into the waist reads: 'Hand Made by the WSC Team, National Trust for Scotland'. The skirt is machine stitched in black thread.",Household Textiles,Skirt,1983,1983,Cramond House
125,2.114.2,National Trust for Scotland,Hill House / Upper Hall / Linen Cupboard A / Shelf 1,A cream cotton blouse inspired by Charles Rennie Mackintosh The blouse is plain except for a black satin ladder type design around the sleeves and collar. Square neckline with additional black satin straps next to the shoulders. The ladder motif is possibly inspired by the chairs in the White Bedroom.,Household Textiles,Blouse,1983,1983,Cramond House
126,2.114.3,National Trust for Scotland,Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"A cream cotton hat inspired by Charles Rennie Mackintosh and made to match the blouse. A boat-shaped cap, similar to Glengarry design, with black satin border at the bottom and the ladder design at the top. The ladder motif is possibly inspired by the chairs in the White Bedroom.",Household Textiles,Hat,1983,1983,Cramond House
127,2.115.1,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of a set of four antimacassar replicas made in 1984. Two rectangles with rounded edges held together by two straps. The antimacassar has a cotton black ground with black cotton polka dots, green and purple interwoven ribbons and a central motif of pink silk with blue ribbons and black velvet dots. Pink cotton backing fabric.",Household Textiles,Antimacassar,1984,1984,Unknown
128,2.115.2,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of a set of four antimacassar replicas made in 1984. Two rectangles with rounded edges held together by two straps. The antimacassar has a cotton black ground with black cotton polka dots, green and purple interwoven ribbons and a central motif of pink silk with blue ribbons and black velvet dots. Pink cotton backing fabric.",Household Textiles,Antimacassar,1984,1984,Unknown
129,2.115.3,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of a set of four antimacassar replicas made in 1984. Two rectangles with rounded edges held together by two straps. The antimacassar has a cotton black ground with black cotton polka dots, green and purple interwoven ribbons and a central motif of pink silk with blue ribbons and black velvet dots. Pink cotton backing fabric.",Household Textiles,Antimacassar,1984,1984,Unknown
130,2.115.4,Unknown,Hill House / Upper Hall / Linen Cupboard A / Shelf 1,"One of a set of four antimacassar replicas made in 1984. Two rectangles with rounded edges held together by two straps. The antimacassar has a cotton black ground with black cotton polka dots, green and purple interwoven ribbons and a central motif of pink silk with blue ribbons and black velvet dots. Pink cotton backing fabric.",Household Textiles,Antimacassar,1984,1984,Unknown
131,2.121,"John Blacksmith, Allan",Hill House / Attic,A light fitting made of silvered copper in an oval shape with squared edges. On the squared edges there are three mother of pearl squares. The fitting is hung by four chains attached by metal loops. It is based on that in Mackintosh's former home in Main Street Glasgow.,Lighting,Light-Fitting,1999,1900,Unknown
132,2.135,"Jack, William",Hill House / Night Nursery,A garden bench in ebonised wood with a wave shaped back and a solid seat with shaped apron on square supports joined by square stretchers.,Furniture and Furnishings,Garden Bench,1912,1912,Unknown
133,2.136,"Mackintosh, Charles Rennie",Hill House / Lower Hall,A dark stained wood fireplace with wrought iron surround pierced by seven oval cut outs with white glass inserts. It has three bays above a shelf which cuts across the side supports with a concave shelf below.,Furniture and Furnishings,Fireplace,1903,1903,Unknown
134,2.137,"Craig, John",Hill House / See Separate Records for Locations of Parts,A set of two hall chairs made of varnished wood with rush seats.,Furniture and Furnishings,Hall Chair,1904,1904,Unknown
135,2.137.1,"Craig, John",Hill House / Lower Hall,One of a set of two hall chairs. The chair is made from varnished wood and has a rectangular trelliswork back above a rushwork seat flanked by two downswept armrests. The chair has a lozenge filled chair rail on turned baluster supports joined by square stretchers.,Furniture and Furnishings,Hall Chair,1904,1904,Unknown
136,2.137.2,"Craig, John",Hill House / Lower Hall,One of a set of two hall chairs. The chair is made from varnished wood and has a rectangular trelliswork back above a rushwork seat flanked by two downswept armrests. The chair has a lozenge filled chair rail on turned baluster supports joined by square stretchers.,Furniture and Furnishings,Hall Chair,1904,1904,Unknown
