object_number,record_type,number_of_parts,object_category,object_name,title,description,material.part,condition.part,creator,creator.qualifier,creator.role,production.place,production.period,production.date.start,production.date.start.prec,production.date.end,production.date.end.prec,part_of_reference,parts_reference,current_location
2.70.12,single object,1,"Cooking, Dining and Drinking",Plate,,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverse is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum.",,,Royal Worcester,,,,Early 20th century,1900,,1929,,2.7,,Hill House / Dining Room
2.70.13,single object,1,"Cooking, Dining and Drinking",Plate,,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverse is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum.",,,Royal Worcester,,,,Early 20th century,1900,,1929,,2.7,,Hill House / Dining Room
2.70.14,single object,1,"Cooking, Dining and Drinking",Plate,,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverse is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum.",,,Royal Worcester,,,,Early 20th century,1900,,1929,,2.7,,Hill House / Dining Room
2.70.15,single object,1,"Cooking, Dining and Drinking",Plate,,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverse is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum.",,,Royal Worcester,,,,Early 20th century,1900,,1929,,2.7,,Hill House / Dining Room
2.70.16,single object,1,"Cooking, Dining and Drinking",Plate,,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverse is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum.",,,Royal Worcester,,,,Early 20th century,1900,,1929,,2.7,,Hill House / Dining Room
2.70.17,single object,1,"Cooking, Dining and Drinking",Plate,,"A white ceramic round plate with a gold rim and gold, pink and blue decoration around the edge. In the centre of the plate there is a hand painted floral decoration. On the reverese is a maker's mark: circle with ""WWWW C 51"" inside with a crown on top and the number ""74"" in plum.",,,Royal Worcester,,,,Early 20th century,1900,,1929,,2.7,,Hill House / Dining Room
2.71.1,single object,1,"Cooking, Dining and Drinking",Glass,,One of a set of seven wine glasses. Bell shaped with a lozenge shaped cut glass detail. The base is round with a tapered foot.,Whole,,,,,,20th century,1900,,1999,,2.71,,Hill House / Dining Room
2.71.2,single object,1,"Cooking, Dining and Drinking",Glass,,One of a set of seven wine glasses. Bell shaped with a lozenge shaped cut glass detail. The base is round with a tapered foot.,Whole,,,,,,20th century,1900,,1999,,2.71,,Hill House / Dining Room
2.71.3,single object,1,"Cooking, Dining and Drinking",Glass,,One of a set of seven wine glasses. Bell shaped with a lozenge shaped cut glass detail. The base is round with a tapered foot.,Whole,,,,,,20th century,1900,,1999,,2.71,,Hill House / Dining Room
2.71.4,single object,1,"Cooking, Dining and Drinking",Glass,,One of a set of seven wine glasses. Bell shaped with a lozenge shaped cut glass detail. The base is round with a tapered foot.,Whole,,,,,,20th century,1900,,1999,,2.71,,Hill House / Dining Room
2.71.5,single object,1,"Cooking, Dining and Drinking",Glass,,One of a set of seven wine glasses. Bell shaped with a lozenge shaped cut glass detail. The base is round with a tapered foot.,Whole,,,,,,20th century,1900,,1999,,2.71,,Hill House / Dining Room
2.71.6,single object,1,"Cooking, Dining and Drinking",Glass,,One of a set of seven wine glasses. Bell shaped with a lozenge shaped cut glass detail. The base is round with a tapered foot.,Whole,,,,,,20th century,1900,,1999,,2.71,,Hill House / Dining Room
2.71.7,single object,1,"Cooking, Dining and Drinking",Glass,,One of a set of seven wine glasses. Bell shaped with a lozenge shaped cut glass detail. The base is round with a tapered foot.,Whole,,,,,,20th century,1900,,1999,,2.71,,Hill House / Dining Room
2.72,single object,1,Lighting,Ceiling Light,,"A wrought iron pendant ceiling light with leaded glass in various shades of pink, which hangs from the ceiling on a circular chain. The top is fitted with leaded glazed sides and stylised geometric motif.",Lamp,,"Mackintosh, Charles Rennie",,Designer,,Early 20th century,1900,,1929,,,,Hill House / Dining Room
2.77.1,single object,2,"Paintings, Drawings and Prints",Portrait,Walter Blackie,"A three quarter length portrait of Walter Blackie who is seated in a blue upholstered chair, wearing a grey suit and holding a pipe. The portrait is signed and dated by Hilary Strain 1928. Oil on canvas and framed in a plain black wooden frame.",Frame,,"Strain, Hilary",,,,Early 20th century,1928,,1928,,,,Hill House / Dining Room
2.105.1,single object,1,Household Textiles,Curtain,,One of a set of two original curtains from the library. Cream cotton with satinised black silk edging and machine stitched. Brass rings are still attached.,,,,,,,Early 20th century,1900,,1929,,2.105,,Hill House / Upper Hall / Silver Strong Room / Linen Cupboard A / Shelf 6
2.105.2,single object,1,Household Textiles,Curtain,,One of a set of two original curtains from the library. Cream cotton with satinised black silk edging and machine stitched. Brass rings are still attached.,,,,,,,Early 20th century,1900,,1929,,2.105,,Hill House / Upper Hall / Silver Strong Room / Linen Cupboard A / Shelf 6
2.110.1,single object,1,Furniture and Furnishings,Miniature Chair,,A miniature chair of Charles Rennie Mackintosh design. The chair is made of wood which is painted black and has an upholestered seat cushion with a wooden base in cream cotton with line and dot pattern. The chair is of a semi-circular shape with a raised lattice back support which follows the curve of the semi circle.  The seat has a lid with storage space underneath.,,,,,,,20th century,1900,,1999,,2.11,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2.110.2,single object,1,Furniture and Furnishings,Miniature Chair,,A miniature side chair made from wood and painted black. The seat is of yellow cotton. The back of the chair has four verticle slats with an oval panel at the top.,,,,,,,20th century,1900,,1999,,2.11,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2.111.1,single object,1,Household Textiles,Seat Cover,,A brown corduroy seat cover in wool velvet for the Drawing Room fireplace seats. Triangle shaped. Purple wool lining. Hand stitched.,,,,,,,Early 20th century,1900,,1929,,2.111,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2.111.2,single object,1,Household Textiles,Seat Cover,,A brown corduroy seat cover in wool velvet for the Drawing Room fireplace seats. Triangle shaped. Purple wool lining. Hand stitched.,,,,,,,Early 20th century,1900,,1929,,2.111,,Hill House / Upper Hall / Linen Cupboard A / Shelf 2
2.113.1,single object,1,"Cooking, Dining and Drinking",Napkin,,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Illegible laundry number handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,,,,,,,Mid-20th century,1957,,1957,,2.113,,Hill House / Upper Hall / Linen Cupboard A / Shelf 3
2.113.2,single object,1,"Cooking, Dining and Drinking",Napkin,,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Illegible laundry number handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,,,,,,,Mid-20th century,1957,,1957,,2.113,,Hill House / Upper Hall / Linen Cupboard A / Shelf 3
2.113.3,single object,1,"Cooking, Dining and Drinking",Napkin,,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Illegible laundry number handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,,,,,,,Mid-20th century,1957,,1957,,2.113,,Hill House / Upper Hall / Linen Cupboard A / Shelf 3
2.113.4,single object,1,"Cooking, Dining and Drinking",Napkin,,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,,,,,,,Mid-20th century,1957,,1957,,2.113,,Hill House / Upper Hall / Linen Cupboard A / Shelf 3
2.113.5,single object,1,"Cooking, Dining and Drinking",Napkin,,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,,,,,,,Mid-20th century,1957,,1957,,2.113,,Hill House / Upper Hall / Linen Cupboard A / Shelf 3
2.113.6,single object,1,"Cooking, Dining and Drinking",Napkin,,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,,,,,,,Mid-20th century,1957,,1957,,2.113,,Hill House / Upper Hall / Linen Cupboard A / Shelf 3
2.113.7,single object,1,"Cooking, Dining and Drinking",Napkin,,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,,,,,,,Mid-20th century,1957,,1957,,2.113,,Hill House / Upper Hall / Linen Cupboard A / Shelf 3
2.113.8,single object,1,"Cooking, Dining and Drinking",Napkin,,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,,,,,,,Mid-20th century,1957,,1957,,2.113,,Hill House / Upper Hall / Linen Cupboard A / Shelf 3
2.113.9,single object,1,"Cooking, Dining and Drinking",Napkin,,A starched square white linen damask napkin with floral pattern and border. Machine hemmed on two sides. Laundry number 'B724K' handwritten in blue ink in one corner. Hand sewn '1957' in another corner.,,,,,,,Mid-20th century,1957,,1957,,2.113,,Hill House / Upper Hall / Linen Cupboard A / Shelf 3
2.114.1,single object,1,Household Textiles,Skirt,,"A heavy cream cotton pencil skirt inspired by Charles Rennie Mackintosh. In the middle of the front is the Mackintosh rose in pink cotton, flanked on either side by the ladies depicted in the panels at either side of the bed in the White Bedroom in orange. On the left side there is an invisible cream plastic zip. The skirt is lined with beige synthetic material. A label sewn into the waist reads: 'Hand Made by the WSC Team, National Trust for Scotland'. The skirt is machine stitched in black thread.",,,National Trust for Scotland,,Maker,Cramond House,Late 20th century,1983,,1983,,2.114,,Hill House / Upper Hall / Linen Cupboard A / Shelf 1
2.114.2,single object,1,Household Textiles,Blouse,,A cream cotton blouse inspired by Charles Rennie Mackintosh The blouse is plain except for a black satin ladder type design around the sleeves and collar. Square neckline with additional black satin straps next to the shoulders. The ladder motif is possibly inspired by the chairs in the White Bedroom.,,,National Trust for Scotland,,Maker,Cramond House,Late 20th century,1983,,1983,,2.114,,Hill House / Upper Hall / Linen Cupboard A / Shelf 1
